Invoice_ID,Vendor_Name,Category,Department,Invoice_Date,Amount,Payment_status,Region
INV1453,Wipro,Consulting,Operations,2024-12-28,14535,Pending,East
INV1454,Microsoft,Logistics,Marketing,2025-10-20,15402,Paid,South
INV1455,Cisco,Logistics,Finance,2024-07-23,29941,Pending,West
INV1456,Lenovo,Logistics,Operations,2024-10-23,48655,Paid,North
INV1457,TCS,Logistics,Marketing,2025-11-25,23852,Paid,West
INV1458,Wipro,IT Hardware,Marketing,2024-07-26,42090,Pending,North
INV1459,Cisco,IT Hardware,HR,2025-06-11,43700,Pending,East
INV1460,Microsoft,Consulting,HR,2025-03-22,11203,Pending,West
INV1461,Dell,Office Supplies,IT,2024-08-17,33091,Paid,West
INV1462,Lenovo,Logistics,IT,2024-07-28,25974,Paid,East
INV1463,HP,Consulting,Finance,2024-07-10,40783,Pending,North
INV1464,Microsoft,Software,IT,2024-12-27,33919,Paid,North
INV1465,HP,Software,IT,2025-05-02,8375,Paid,West
INV1466,Lenovo,Office Supplies,IT,2025-08-03,16733,Pending,East
INV1467,HP,Office Supplies,Marketing,2024-07-23,1810,Pending,West
INV1468,Lenovo,Software,IT,2024-04-27,20913,Paid,East
INV1469,Lenovo,Office Supplies,Operations,2024-06-03,49330,Paid,West
INV1470,Wipro,Office Supplies,Finance,2025-01-14,44762,Pending,East
INV1471,Cisco,Consulting,Finance,2025-04-28,44055,Pending,West
INV1472,HP,Office Supplies,HR,2025-06-10,17698,Paid,South
INV1473,Lenovo,Software,Finance,2024-12-25,6483,Paid,East
INV1474,Infosys,Consulting,Finance,2025-05-12,24732,Paid,North
INV1475,Dell,IT Hardware,Marketing,2024-05-27,6229,Paid,East
INV1476,Dell,IT Hardware,Marketing,2026-01-17,48320,Paid,South
INV1477,Dell,Consulting,IT,2024-08-05,3745,Pending,North
INV1478,Lenovo,Logistics,Finance,2025-07-07,8621,Paid,North
INV1479,Microsoft,Logistics,Marketing,2025-10-14,47512,Pending,West
INV1480,Infosys,Logistics,HR,2024-11-06,16501,Paid,East
INV1481,Infosys,Logistics,IT,2024-07-31,9475,Paid,South
INV1482,Infosys,Software,Operations,2025-12-06,48655,Paid,North
INV1483,TCS,IT Hardware,Finance,2024-04-14,3347,Pending,North
INV1484,Wipro,Software,Marketing,2024-10-05,41771,Paid,West
INV1485,HP,Logistics,Marketing,2024-08-07,17694,Paid,North
INV1486,Dell,Consulting,Finance,2025-02-18,4319,Pending,East
INV1487,Lenovo,Logistics,IT,2024-05-07,23463,Paid,North
INV1488,Wipro,Office Supplies,Marketing,2025-01-18,43518,Pending,South
INV1489,Infosys,Logistics,HR,2025-10-02,38002,Paid,North
INV1490,TCS,Office Supplies,Marketing,2025-06-14,1279,Pending,East
INV1491,Microsoft,IT Hardware,Operations,2025-03-12,4727,Paid,North
INV1492,HP,Logistics,HR,2025-01-28,48865,Paid,North
INV1493,Wipro,Logistics,Marketing,2024-06-27,32165,Paid,East
INV1494,Microsoft,IT Hardware,IT,2024-05-12,25240,Pending,North
INV1495,Wipro,Software,HR,2024-10-21,2060,Pending,East
INV1496,Cisco,Office Supplies,IT,2024-07-31,34710,Pending,North
INV1497,HP,Consulting,IT,2024-06-19,15199,Pending,South
INV1498,Microsoft,Office Supplies,HR,2025-08-10,37274,Pending,South
INV1499,Microsoft,Logistics,Finance,2025-11-21,28585,Paid,East
INV1500,Lenovo,IT Hardware,Finance,2026-02-21,23840,Paid,West
INV1501,TCS,Consulting,Finance,2025-05-06,4147,Paid,East
INV1502,Amazon,Office Supplies,Marketing,2025-05-15,35153,Pending,East
INV1503,HP,Office Supplies,Marketing,2025-04-12,14476,Paid,East
INV1504,TCS,Office Supplies,IT,2024-11-19,31549,Pending,North
INV1505,Wipro,Software,Marketing,2025-05-19,30187,Paid,West
INV1506,Amazon,Office Supplies,Operations,2025-04-24,16764,Pending,South
INV1507,TCS,IT Hardware,Operations,2025-07-10,48779,Pending,South
INV1508,Infosys,Consulting,Marketing,2025-09-15,18975,Pending,East
INV1509,Cisco,IT Hardware,Marketing,2025-10-03,23305,Pending,North
INV1510,Microsoft,Consulting,IT,2026-01-09,43939,Pending,South
INV1511,TCS,Consulting,HR,2025-09-10,14506,Pending,East
INV1512,Wipro,IT Hardware,Marketing,2024-03-24,25338,Paid,North
INV1513,TCS,Office Supplies,Marketing,2026-02-16,7405,Paid,North
INV1514,HP,IT Hardware,IT,2024-09-14,33589,Paid,North
INV1515,Wipro,Consulting,HR,2025-04-21,24287,Paid,West
INV1516,Cisco,Office Supplies,Finance,2024-10-20,2925,Pending,North
INV1517,Wipro,Consulting,HR,2025-06-27,6848,Paid,East
INV1518,Wipro,Consulting,IT,2025-01-30,37389,Pending,West
INV1519,Cisco,Office Supplies,HR,2025-02-18,5491,Pending,West
INV1520,HP,Consulting,Marketing,2025-08-07,29834,Paid,West
INV1521,Microsoft,Software,Finance,2025-08-29,1209,Pending,North
INV1522,HP,Office Supplies,Finance,2025-08-22,14637,Paid,West
INV1523,Microsoft,Logistics,Finance,2025-06-23,21646,Paid,South
INV1524,Microsoft,Consulting,Finance,2025-05-19,42501,Pending,North
INV1525,Oracle,Logistics,Operations,2024-11-02,15960,Paid,West
INV1526,TCS,IT Hardware,Finance,2025-01-17,32594,Pending,West
INV1527,TCS,IT Hardware,Operations,2024-10-14,7500,Paid,North
INV1528,Microsoft,Office Supplies,Finance,2024-09-03,40830,Pending,West
INV1529,Microsoft,IT Hardware,Operations,2025-03-04,3467,Paid,West
INV1530,HP,IT Hardware,IT,2025-12-14,11451,Paid,North
INV1531,Oracle,Office Supplies,Operations,2026-02-09,27454,Paid,East
INV1532,Amazon,Office Supplies,IT,2024-08-08,35937,Pending,North
INV1533,Oracle,Logistics,Operations,2026-03-01,41309,Pending,North
INV1534,Lenovo,Logistics,IT,2024-05-30,28336,Pending,East
INV1535,Lenovo,Software,HR,2025-09-16,10332,Pending,West
INV1536,Lenovo,Logistics,HR,2024-08-21,28037,Paid,North
INV1537,Infosys,Logistics,Marketing,2024-08-19,47860,Pending,East
INV1538,Lenovo,Software,Finance,2025-04-18,28821,Pending,North
INV1539,HP,Software,Finance,2024-04-01,30335,Paid,East
INV1540,Cisco,Consulting,Operations,2025-10-11,24345,Pending,East
INV1541,Cisco,Consulting,HR,2024-04-04,34383,Pending,South
INV1542,Amazon,Software,Marketing,2025-10-16,36817,Pending,South
INV1543,Microsoft,Logistics,Operations,2025-11-20,37392,Paid,East
INV1544,Lenovo,IT Hardware,HR,2024-08-19,42260,Pending,East
INV1545,Amazon,Office Supplies,Operations,2025-07-25,3578,Pending,East
INV1546,Infosys,Consulting,Finance,2026-02-03,23185,Pending,West
INV1547,HP,Consulting,Finance,2025-04-30,10877,Paid,East
INV1548,TCS,Office Supplies,HR,2024-10-19,39830,Paid,West
INV1549,Dell,Consulting,IT,2025-05-13,14516,Paid,North
INV1550,Dell,Consulting,Marketing,2024-05-28,36473,Pending,North
INV1551,Microsoft,IT Hardware,Finance,2025-09-04,1887,Paid,West
INV1552,TCS,IT Hardware,IT,2025-02-15,10190,Pending,East
INV1553,Infosys,Consulting,Operations,2025-01-28,4089,Pending,North
INV1554,Wipro,Software,Operations,2025-08-10,47627,Pending,West
INV1555,Oracle,Consulting,Operations,2025-11-30,38367,Pending,South
INV1556,Infosys,Logistics,Operations,2024-11-04,27576,Paid,South
INV1557,Wipro,Logistics,Finance,2024-12-14,9072,Paid,North
INV1558,Lenovo,IT Hardware,Operations,2026-01-18,44418,Paid,East
INV1559,Oracle,Consulting,Operations,2025-06-15,23192,Paid,North
INV1560,Wipro,Consulting,Finance,2024-09-25,36871,Pending,South
INV1561,Infosys,Logistics,IT,2024-10-09,11124,Pending,South
INV1562,Amazon,IT Hardware,Marketing,2025-05-30,20133,Pending,East
INV1563,Infosys,Office Supplies,IT,2024-05-13,14555,Paid,East
INV1564,Dell,Office Supplies,IT,2024-10-15,43170,Pending,West
INV1565,Microsoft,IT Hardware,Marketing,2025-02-07,35124,Paid,North
INV1566,Oracle,Software,Operations,2025-08-20,25860,Pending,South
INV1567,Cisco,Software,HR,2025-07-15,16707,Paid,East
INV1568,Amazon,Office Supplies,Marketing,2025-12-11,3622,Paid,North
INV1569,HP,IT Hardware,IT,2024-04-16,27187,Paid,East
INV1570,Microsoft,Office Supplies,Finance,2025-12-19,40850,Paid,South
INV1571,Lenovo,IT Hardware,HR,2026-03-02,33290,Paid,East
INV1572,Lenovo,IT Hardware,IT,2024-08-09,9973,Pending,East
INV1573,Lenovo,Logistics,Finance,2024-07-15,44137,Paid,West
INV1574,Microsoft,Software,Finance,2025-04-20,43027,Pending,West
INV1575,Microsoft,Software,HR,2024-09-10,36969,Paid,West
INV1576,Dell,Logistics,IT,2024-06-03,44373,Paid,East
INV1577,Wipro,Software,Operations,2025-01-27,30451,Paid,North
INV1578,Amazon,IT Hardware,IT,2024-05-14,43011,Paid,East
INV1579,Cisco,IT Hardware,Marketing,2025-06-27,13797,Paid,North
INV1580,Wipro,Consulting,IT,2024-12-03,43602,Pending,South
INV1581,TCS,Consulting,Finance,2025-01-20,41592,Paid,East
INV1582,Oracle,Software,Operations,2026-01-11,49758,Pending,South
INV1583,Amazon,Logistics,Marketing,2025-02-22,48595,Pending,South
INV1584,Infosys,Office Supplies,IT,2026-02-23,19746,Pending,East
INV1585,Microsoft,Logistics,HR,2026-03-13,45051,Paid,South
INV1586,Oracle,IT Hardware,IT,2024-04-18,40335,Paid,East
INV1587,Microsoft,Consulting,IT,2026-01-28,45572,Paid,South
INV1588,Wipro,Office Supplies,Marketing,2024-08-01,4058,Pending,South
INV1589,HP,Logistics,Finance,2025-11-05,12434,Paid,North
INV1590,Dell,Software,Marketing,2025-11-03,35718,Paid,West
INV1591,Dell,IT Hardware,Marketing,2025-01-11,23024,Pending,East
INV1592,Infosys,Office Supplies,Operations,2024-06-02,37836,Pending,South
INV1593,Cisco,Software,HR,2025-03-12,2188,Paid,North
INV1594,Wipro,Consulting,Operations,2024-07-08,17043,Paid,South
INV1595,Oracle,Office Supplies,IT,2024-06-02,12090,Pending,South
INV1596,Wipro,IT Hardware,Finance,2025-05-26,4263,Paid,North
INV1597,Cisco,Software,HR,2024-09-07,48479,Pending,South
INV1598,Cisco,Office Supplies,IT,2024-05-19,49228,Pending,West
INV1599,TCS,IT Hardware,HR,2024-04-04,37950,Pending,South
INV1600,Amazon,Office Supplies,Marketing,2025-03-29,25566,Pending,West
INV1601,Microsoft,Software,IT,2026-02-26,46302,Paid,North
INV1602,Infosys,Office Supplies,Finance,2025-11-01,48787,Paid,East
INV1603,Wipro,Office Supplies,IT,2024-12-24,46612,Pending,West
INV1604,Oracle,Logistics,IT,2025-08-13,32181,Paid,South
INV1605,Amazon,Office Supplies,HR,2024-09-13,11077,Pending,North
INV1606,Lenovo,Software,Operations,2024-04-25,7414,Paid,West
INV1607,Wipro,Consulting,Finance,2025-07-18,19308,Paid,East
INV1608,Cisco,Logistics,IT,2025-12-19,9148,Pending,North
INV1609,Cisco,Office Supplies,Finance,2025-11-08,7490,Paid,North
INV1610,Wipro,Office Supplies,Finance,2025-06-14,48934,Paid,East
INV1611,Amazon,Office Supplies,Operations,2024-06-13,35492,Paid,South
INV1612,Infosys,Logistics,Marketing,2025-04-28,36819,Pending,East
INV1613,Wipro,Software,HR,2024-03-30,25805,Paid,East
INV1614,Oracle,Logistics,Finance,2024-09-15,27942,Paid,South
INV1615,Amazon,IT Hardware,IT,2025-10-06,6506,Pending,West
INV1616,Oracle,Office Supplies,Marketing,2024-04-22,13438,Paid,West
INV1617,HP,Software,Finance,2024-08-10,34189,Pending,West
INV1618,Lenovo,Consulting,IT,2025-03-03,6580,Paid,East
INV1619,TCS,Software,HR,2026-01-08,46241,Pending,North
INV1620,Cisco,Consulting,Operations,2024-12-08,20779,Pending,North
INV1621,Dell,IT Hardware,Operations,2025-06-07,4405,Paid,North
INV1622,HP,Logistics,HR,2024-09-21,31259,Pending,West
INV1623,Wipro,Software,IT,2024-11-22,3333,Paid,North
INV1624,HP,Office Supplies,Operations,2024-11-12,14046,Paid,East
INV1625,Cisco,Office Supplies,IT,2024-11-18,37520,Pending,East
INV1626,Microsoft,Office Supplies,HR,2024-12-14,8838,Pending,South
INV1627,Amazon,Logistics,IT,2024-10-15,13512,Paid,North
INV1628,Oracle,Consulting,Finance,2025-06-30,9761,Pending,North
INV1629,Amazon,Software,IT,2025-07-23,8671,Pending,East
INV1630,Amazon,Software,IT,2025-08-12,42791,Paid,West
INV1631,Dell,Software,Marketing,2025-08-07,20856,Paid,North
INV1632,Amazon,Office Supplies,IT,2024-09-03,40662,Pending,North
INV1633,TCS,Consulting,HR,2025-04-09,43082,Pending,North
INV1634,Wipro,IT Hardware,Operations,2024-04-19,46966,Pending,East
INV1635,HP,Software,IT,2024-12-12,7024,Pending,North
INV1636,TCS,Consulting,IT,2025-04-22,11644,Pending,West
INV1637,Microsoft,Software,Finance,2025-02-23,34787,Pending,North
INV1638,Dell,Logistics,HR,2025-07-05,34660,Paid,North
INV1639,Lenovo,IT Hardware,IT,2025-04-16,30461,Pending,East
INV1640,TCS,IT Hardware,HR,2025-09-21,19992,Pending,South
INV1641,Lenovo,Consulting,Marketing,2026-02-17,49014,Paid,West
INV1642,HP,Logistics,Marketing,2025-09-05,23746,Pending,West
INV1643,HP,Logistics,Finance,2025-07-02,36733,Paid,North
INV1644,Oracle,Software,Finance,2025-09-22,35276,Pending,West
INV1645,Oracle,Consulting,Operations,2024-05-14,5737,Pending,West
INV1646,Dell,IT Hardware,IT,2025-07-02,14948,Pending,North
INV1647,Dell,Office Supplies,Finance,2024-05-23,23716,Paid,South
INV1648,Infosys,Consulting,Operations,2024-12-30,49385,Paid,North
INV1649,Infosys,Consulting,Finance,2024-04-07,41165,Pending,North
INV1650,Cisco,Software,Operations,2024-07-12,41154,Pending,South
INV1651,Infosys,Consulting,Finance,2024-11-30,15914,Pending,East
INV1652,HP,IT Hardware,IT,2024-07-27,26149,Pending,East
INV1653,Lenovo,Logistics,Marketing,2025-12-05,27504,Paid,South
INV1654,Wipro,Software,Finance,2025-05-03,13757,Pending,East
INV1655,Cisco,IT Hardware,IT,2024-12-11,17000,Paid,South
INV1656,Microsoft,Software,Operations,2025-09-30,28753,Pending,North
INV1657,Cisco,Software,IT,2024-05-27,36783,Paid,West
INV1658,Amazon,Office Supplies,Finance,2025-01-16,21397,Paid,West
INV1659,Oracle,IT Hardware,HR,2024-06-26,47031,Paid,East
INV1660,Infosys,Logistics,IT,2024-09-24,31654,Paid,South
INV1661,Infosys,IT Hardware,Operations,2025-08-09,17578,Paid,North
INV1662,Wipro,Consulting,IT,2024-10-15,25685,Pending,West
INV1663,Infosys,Consulting,IT,2025-12-08,4737,Pending,East
INV1664,Microsoft,Software,IT,2026-01-24,33341,Paid,East
INV1665,Wipro,Consulting,Marketing,2024-07-20,17471,Pending,East
INV1666,Infosys,Software,Finance,2025-07-20,5213,Pending,North
INV1667,Infosys,IT Hardware,Operations,2026-02-01,23027,Paid,West
INV1668,Infosys,Software,Finance,2024-10-27,22749,Pending,North
INV1669,Infosys,Consulting,HR,2025-06-14,14298,Pending,East
INV1670,Wipro,Logistics,HR,2025-04-03,39157,Pending,West
INV1671,Dell,Software,Finance,2024-07-06,12323,Pending,South
INV1672,TCS,Consulting,Marketing,2025-07-30,34828,Paid,South
INV1673,Dell,IT Hardware,Marketing,2026-03-07,24762,Paid,South
INV1674,TCS,Software,Operations,2024-07-11,43253,Paid,East
INV1675,Amazon,Consulting,Operations,2024-09-26,35056,Pending,North
INV1676,Cisco,Office Supplies,Operations,2026-01-07,8439,Pending,North
INV1677,Dell,Consulting,Finance,2025-04-11,46475,Pending,West
INV1678,Amazon,Consulting,Marketing,2024-09-10,15062,Pending,South
INV1679,Dell,Consulting,Finance,2025-07-08,30507,Pending,South
INV1680,Amazon,Office Supplies,Marketing,2024-06-30,13408,Pending,East
INV1681,Cisco,IT Hardware,IT,2025-02-18,47909,Pending,South
INV1682,Cisco,Consulting,HR,2026-01-01,33548,Paid,South
INV1683,Lenovo,Software,IT,2025-10-12,49082,Paid,North
INV1684,Microsoft,Office Supplies,Operations,2025-06-24,26300,Paid,East
INV1685,Wipro,Office Supplies,Finance,2025-08-24,31729,Pending,North
INV1686,Oracle,Logistics,IT,2024-07-05,26106,Paid,East
INV1687,TCS,Office Supplies,IT,2024-06-21,26007,Paid,East
INV1688,Lenovo,Logistics,Operations,2024-06-08,39762,Paid,West
INV1689,Lenovo,IT Hardware,Marketing,2024-10-26,21455,Pending,North
INV1690,Oracle,IT Hardware,HR,2024-07-19,11032,Pending,North
INV1691,Infosys,IT Hardware,Marketing,2025-08-05,25148,Paid,West
INV1692,Oracle,Consulting,Operations,2025-08-12,1938,Paid,East
INV1693,HP,IT Hardware,HR,2024-12-31,32113,Pending,West
INV1694,Amazon,Software,Marketing,2024-03-26,43547,Paid,East
INV1695,Lenovo,Software,Finance,2026-02-03,23662,Paid,South
INV1696,TCS,Office Supplies,Operations,2024-08-09,38294,Paid,East
INV1697,Microsoft,Office Supplies,IT,2025-06-09,33318,Pending,North
INV1698,Amazon,Office Supplies,Finance,2024-07-14,29935,Paid,West
INV1699,Wipro,IT Hardware,Marketing,2024-09-10,21862,Pending,North
INV1700,Cisco,Software,Operations,2024-12-23,38630,Paid,West
INV1701,Lenovo,Logistics,IT,2024-07-09,26516,Paid,East
INV1702,Amazon,Software,Marketing,2025-01-24,12696,Paid,North
INV1703,Amazon,Logistics,HR,2024-05-23,46439,Paid,East
INV1704,Lenovo,Software,Operations,2025-11-30,35651,Paid,East
INV1705,Wipro,Office Supplies,Finance,2024-12-11,5287,Paid,North
INV1706,Wipro,Office Supplies,Finance,2024-09-20,39080,Pending,East
INV1707,TCS,Logistics,HR,2025-11-22,17367,Pending,East
INV1708,Dell,Logistics,IT,2025-12-11,39510,Pending,East
INV1709,Oracle,Logistics,IT,2025-03-17,16913,Paid,South
INV1710,Microsoft,IT Hardware,HR,2025-07-12,17148,Pending,West
INV1711,Amazon,Logistics,Marketing,2024-03-30,13446,Paid,South
INV1712,Amazon,Office Supplies,Operations,2025-09-07,28261,Pending,West
INV1713,Wipro,Office Supplies,Marketing,2024-03-17,20095,Paid,South
INV1714,Infosys,Logistics,HR,2025-05-28,17189,Paid,West
INV1715,Wipro,Logistics,Marketing,2024-04-27,40051,Paid,North
INV1716,TCS,Consulting,IT,2025-07-10,6930,Pending,West
INV1717,HP,Office Supplies,IT,2025-09-10,27190,Paid,West
INV1718,Cisco,IT Hardware,Operations,2024-06-28,10363,Paid,South
INV1719,Infosys,Logistics,Operations,2025-07-17,34160,Pending,West
INV1720,Lenovo,IT Hardware,Marketing,2024-07-03,7581,Paid,North
INV1721,Lenovo,Software,IT,2025-04-29,33276,Paid,North
INV1722,Microsoft,Software,HR,2025-05-08,3199,Paid,North
INV1723,Oracle,Software,HR,2025-12-06,22890,Paid,West
INV1724,Oracle,IT Hardware,Marketing,2026-01-06,35271,Paid,North
INV1725,Cisco,Software,Operations,2025-01-19,38660,Pending,North
INV1726,HP,IT Hardware,Marketing,2025-06-28,31460,Pending,North
INV1727,Dell,Office Supplies,IT,2025-11-25,48238,Paid,North
INV1728,Lenovo,Logistics,Marketing,2025-01-09,37276,Pending,North
INV1729,HP,IT Hardware,HR,2024-10-31,3041,Paid,North
INV1730,Cisco,Office Supplies,IT,2025-06-30,20964,Paid,West
INV1731,Amazon,IT Hardware,Operations,2025-02-16,49846,Pending,South
INV1732,Dell,IT Hardware,IT,2024-04-28,41702,Pending,East
INV1733,Oracle,Office Supplies,Operations,2026-03-05,47834,Paid,South
INV1734,Cisco,Software,Marketing,2024-03-17,36842,Pending,East
INV1735,Microsoft,Office Supplies,HR,2024-10-05,13800,Pending,South
INV1736,TCS,Office Supplies,Marketing,2024-08-30,5822,Paid,South
INV1737,Cisco,Office Supplies,Operations,2024-08-02,25213,Pending,North
INV1738,Lenovo,Office Supplies,IT,2024-04-30,6836,Paid,East
INV1739,Amazon,Software,Finance,2025-04-12,25286,Pending,South
INV1740,HP,Logistics,Operations,2024-05-29,24830,Paid,North
INV1741,Microsoft,Software,Operations,2024-07-03,6019,Paid,South
INV1742,Dell,Office Supplies,Finance,2024-08-12,5277,Paid,East
INV1743,Oracle,Software,Finance,2025-10-04,12093,Paid,South
INV1744,Wipro,Software,IT,2026-02-13,44399,Paid,North
INV1745,Cisco,IT Hardware,Finance,2025-05-22,19329,Pending,West
INV1746,TCS,Software,HR,2025-07-23,39919,Pending,South
INV1747,Infosys,Software,Operations,2025-02-09,6922,Pending,North
INV1748,TCS,Software,Marketing,2024-09-10,44232,Paid,East
INV1749,HP,IT Hardware,HR,2026-03-07,4445,Paid,West
INV1750,Amazon,IT Hardware,Finance,2024-10-23,39347,Paid,South
INV1751,Cisco,Office Supplies,Marketing,2024-09-28,657,Paid,East
INV1752,Wipro,Consulting,Operations,2025-10-19,16881,Pending,East
INV1753,TCS,Office Supplies,HR,2025-07-10,23046,Pending,West
INV1754,TCS,IT Hardware,Finance,2024-05-14,47087,Paid,East
INV1755,Microsoft,Logistics,Operations,2024-08-10,40293,Paid,East
INV1756,Infosys,IT Hardware,Finance,2024-11-26,22539,Pending,North
INV1757,Wipro,IT Hardware,Operations,2026-02-12,27376,Paid,East
INV1758,Oracle,Office Supplies,Marketing,2025-08-25,16138,Paid,West
INV1759,Wipro,Office Supplies,HR,2024-08-25,4360,Pending,West
INV1760,Amazon,IT Hardware,HR,2025-04-13,24945,Pending,East
INV1761,Oracle,Office Supplies,Finance,2025-10-13,32008,Pending,South
INV1762,Microsoft,Logistics,Marketing,2025-09-01,7489,Paid,North
INV1763,Amazon,IT Hardware,Marketing,2024-10-10,6982,Pending,East
INV1764,TCS,IT Hardware,Operations,2025-10-23,6218,Pending,South
INV1765,HP,Office Supplies,Finance,2024-08-28,36934,Pending,West
INV1766,Lenovo,Software,Finance,2025-01-08,25527,Paid,East
INV1767,Amazon,IT Hardware,HR,2024-06-29,45319,Pending,East
INV1768,Microsoft,Office Supplies,Finance,2024-10-07,1234,Pending,North
INV1769,Oracle,Software,Finance,2024-07-23,19699,Pending,East
INV1770,HP,Software,Finance,2024-05-03,745,Pending,South
INV1771,Amazon,Office Supplies,HR,2025-01-01,8816,Paid,West
INV1772,Microsoft,Consulting,Finance,2025-10-03,1862,Paid,South
INV1773,Amazon,Logistics,HR,2025-12-04,39957,Paid,West
INV1774,Cisco,Office Supplies,Finance,2025-12-01,12187,Paid,East
INV1775,Cisco,Office Supplies,Finance,2025-10-07,3882,Paid,South
INV1776,Microsoft,Office Supplies,IT,2025-05-28,44827,Pending,East
INV1777,Dell,Consulting,Finance,2025-08-12,48160,Pending,West
INV1778,Dell,IT Hardware,IT,2025-07-21,35962,Pending,North
INV1779,HP,IT Hardware,Marketing,2025-02-05,3695,Paid,South
INV1780,Dell,Logistics,Marketing,2026-02-11,41709,Paid,South
INV1781,Dell,Office Supplies,Marketing,2024-10-26,45600,Pending,North
INV1782,HP,Logistics,Marketing,2024-05-07,3402,Paid,East
INV1783,Oracle,IT Hardware,Operations,2025-04-06,47484,Paid,East
INV1784,Microsoft,Consulting,Marketing,2025-11-08,2295,Pending,West
INV1785,Oracle,Software,IT,2025-09-05,17421,Pending,West
INV1786,Oracle,Logistics,IT,2024-08-05,22672,Pending,South
INV1787,Dell,IT Hardware,HR,2026-01-04,30446,Paid,East
INV1788,HP,Software,Operations,2024-10-07,46414,Pending,East
INV1789,Cisco,Logistics,Marketing,2024-08-04,43281,Pending,South
INV1790,Oracle,Software,IT,2024-03-18,45989,Pending,North
INV1791,HP,Logistics,Operations,2024-09-22,4950,Pending,North
INV1792,Infosys,Software,IT,2025-07-17,1450,Paid,South
INV1793,Infosys,Software,HR,2024-10-16,6141,Pending,East
INV1794,HP,Consulting,Operations,2024-11-29,19753,Pending,East
INV1795,TCS,Software,Marketing,2025-10-14,48242,Paid,North
INV1796,Cisco,IT Hardware,IT,2025-12-21,23578,Pending,West
INV1797,Wipro,IT Hardware,IT,2024-12-30,20105,Paid,East
INV1798,Microsoft,IT Hardware,IT,2025-03-25,8539,Pending,North
INV1799,Cisco,Software,HR,2025-05-08,17624,Paid,North
INV1800,Oracle,Consulting,Marketing,2025-06-17,20304,Pending,South
INV1801,TCS,IT Hardware,Finance,2024-07-15,42901,Paid,South
INV1802,TCS,Software,IT,2025-09-10,29425,Paid,North
INV1803,Lenovo,Consulting,Marketing,2025-10-27,42600,Pending,South
INV1804,Cisco,Software,IT,2025-12-21,3333,Paid,West
INV1805,HP,Consulting,Marketing,2024-08-26,49223,Paid,North
INV1806,HP,Office Supplies,IT,2025-08-05,3639,Pending,East
INV1807,Oracle,Consulting,HR,2025-08-05,1541,Paid,North
INV1808,Amazon,Consulting,IT,2025-02-10,32266,Pending,East
INV1809,Microsoft,Software,HR,2024-06-25,17185,Pending,West
INV1810,Wipro,Software,Marketing,2025-06-07,24108,Pending,East
INV1811,Oracle,Software,Finance,2025-07-31,12665,Pending,East
INV1812,Infosys,IT Hardware,Operations,2025-11-21,22829,Paid,East
INV1813,Infosys,Software,Finance,2024-10-10,7999,Pending,North
INV1814,Microsoft,Consulting,Finance,2025-08-13,16818,Paid,East
INV1815,TCS,Consulting,Marketing,2026-01-06,8745,Paid,East
INV1816,Cisco,Logistics,Operations,2025-09-19,1601,Paid,West
INV1817,Oracle,Consulting,HR,2025-10-06,41997,Paid,South
INV1818,TCS,IT Hardware,Operations,2025-12-04,22914,Pending,North
INV1819,Lenovo,IT Hardware,Marketing,2024-12-01,29313,Paid,West
INV1820,Amazon,Consulting,IT,2025-03-06,5997,Paid,South
INV1821,Infosys,IT Hardware,HR,2026-01-12,21596,Pending,East
INV1822,Oracle,Logistics,IT,2025-09-27,1739,Paid,East
INV1823,Wipro,Logistics,IT,2024-10-06,22046,Pending,South
INV1824,Infosys,Consulting,Operations,2024-12-08,39630,Paid,North
INV1825,TCS,IT Hardware,Finance,2024-06-26,29673,Pending,East
INV1826,Microsoft,Consulting,HR,2025-03-31,33162,Paid,West
INV1827,Cisco,IT Hardware,HR,2026-01-29,2275,Pending,South
INV1828,Dell,Office Supplies,Finance,2025-02-11,12854,Paid,North
INV1829,Microsoft,Office Supplies,Finance,2025-11-20,40842,Pending,East
INV1830,Wipro,Software,Finance,2025-10-19,17615,Paid,South
INV1831,Oracle,IT Hardware,HR,2024-05-28,5833,Pending,South
INV1832,Cisco,Software,Finance,2025-07-08,11129,Pending,South
INV1833,Dell,Consulting,IT,2024-07-29,46759,Paid,West
INV1834,HP,Consulting,IT,2024-03-18,11953,Pending,North
INV1835,Dell,IT Hardware,IT,2024-08-22,9968,Pending,West
INV1836,Wipro,Office Supplies,IT,2024-10-28,2816,Pending,North
INV1837,HP,Office Supplies,HR,2025-05-23,42948,Paid,North
INV1838,Oracle,Office Supplies,Marketing,2025-11-17,43409,Paid,East
INV1839,Cisco,Logistics,Marketing,2024-11-18,36058,Pending,North
INV1840,Oracle,Software,Operations,2025-12-30,35344,Paid,North
INV1841,Dell,Software,Finance,2025-09-11,29265,Paid,North
INV1842,Lenovo,Office Supplies,HR,2025-08-11,48239,Paid,West
INV1843,Cisco,Logistics,Operations,2025-12-22,45891,Paid,East
INV1844,Wipro,Consulting,IT,2024-09-09,5280,Paid,East
INV1845,Wipro,Office Supplies,HR,2025-12-03,3801,Paid,West
INV1846,Lenovo,Software,Operations,2025-05-15,6544,Paid,East
INV1847,Lenovo,Office Supplies,Finance,2024-10-05,35288,Paid,North
INV1848,HP,Office Supplies,Marketing,2025-08-28,5022,Paid,East
INV1849,Lenovo,Logistics,Finance,2025-09-02,24779,Pending,East
INV1850,Oracle,IT Hardware,IT,2025-01-14,45918,Paid,West
